wavelength,window,geomag,period,lag_hours,spearman_r,n
256,5,quiet_kp3,2410,108,0.37254901960784315,17
256,5,quiet_kp3,2410,111,0.3504901960784314,17
256,5,quiet_kp3,2410,114,0.4191176470588236,17
256,5,quiet_kp3,2410,117,0.502450980392157,17
256,5,quiet_kp3,2410,120,0.40196078431372556,17
284,5,quiet_kp3,2410,0,0.283797729618163,18
284,5,quiet_kp3,2410,3,0.47368421052631576,18
284,5,quiet_kp3,2410,6,0.3973168214654283,18
284,5,quiet_kp3,2410,9,0.5273477812177503,18
284,5,quiet_kp3,2410,12,0.5459236326109391,18
284,5,quiet_kp3,2410,15,0.5603715170278638,18
284,5,quiet_kp3,2410,18,0.4984520123839009,18
284,5,quiet_kp3,2410,21,0.33952528379772956,18
284,5,quiet_kp3,2410,24,0.41589267285861714,18
284,5,quiet_kp3,2410,27,0.5025799793601652,18
284,5,quiet_kp3,2410,30,0.500515995872033,18
284,5,quiet_kp3,2410,33,0.41589267285861714,18
284,5,quiet_kp3,2410,36,0.4840041279669762,18
284,5,quiet_kp3,2410,39,0.6099071207430341,18
284,5,quiet_kp3,2410,42,0.5067079463364293,18
284,5,quiet_kp3,2410,45,0.4117647058823529,18
284,5,quiet_kp3,2410,48,0.36429308565531476,18
284,5,quiet_kp3,2410,51,0.31888544891640863,18
284,5,quiet_kp3,2410,54,0.31888544891640863,18
284,5,quiet_kp3,2410,57,0.24871001031991744,18
284,5,quiet_kp3,2410,60,0.3931888544891641,18
284,5,quiet_kp3,2410,63,0.5624355005159958,18
284,5,quiet_kp3,2410,66,0.5149638802889577,18
284,5,quiet_kp3,2410,69,0.4943240454076367,18
284,5,quiet_kp3,2410,72,0.5376676986584108,18
284,5,quiet_kp3,2410,75,0.5830753353973168,18
284,5,quiet_kp3,2410,78,0.38906088751289986,18
284,5,quiet_kp3,2410,81,0.3787409700722394,18
284,5,quiet_kp3,2410,84,0.48194014447884415,18
284,5,quiet_kp3,2410,87,0.4262125902992776,18
284,5,quiet_kp3,2410,90,0.35397316821465424,18
284,5,quiet_kp3,2410,93,0.36429308565531476,18
284,5,quiet_kp3,2410,96,0.4262125902992776,18
284,5,quiet_kp3,2410,99,0.4654282765737873,18
284,5,quiet_kp3,2410,102,0.38080495356037153,18
284,5,quiet_kp3,2410,105,0.38480392156862747,17
284,5,quiet_kp3,2410,108,0.31617647058823534,17
284,5,quiet_kp3,2410,111,0.3308823529411765,17
284,5,quiet_kp3,2410,114,0.4558823529411765,17
284,5,quiet_kp3,2410,117,0.49509803921568635,17
284,5,quiet_kp3,2410,120,0.4264705882352942,17
304,5,quiet_kp3,2410,0,0.4324045407636739,18
304,5,quiet_kp3,2410,3,0.35397316821465424,18
304,5,quiet_kp3,2410,6,0.41589267285861714,18
304,5,quiet_kp3,2410,9,0.5562435500515995,18
304,5,quiet_kp3,2410,12,0.5211558307533539,18
304,5,quiet_kp3,2410,15,0.5211558307533539,18
304,5,quiet_kp3,2410,18,0.5397316821465429,18
304,5,quiet_kp3,2410,21,0.4901960784313726,18
304,5,quiet_kp3,2410,24,0.3333333333333333,18
304,5,quiet_kp3,2410,27,0.3560371517027864,18
304,5,quiet_kp3,2410,30,0.5273477812177503,18
304,5,quiet_kp3,2410,33,0.49226006191950467,18
304,5,quiet_kp3,2410,36,0.413828689370485,18
304,5,quiet_kp3,2410,39,0.49638802889576883,18
304,5,quiet_kp3,2410,42,0.5583075335397317,18
304,5,quiet_kp3,2410,45,0.4716202270381837,18
304,5,quiet_kp3,2410,48,0.34365325077399383,18
304,5,quiet_kp3,2410,51,0.3519091847265222,18
304,5,quiet_kp3,2410,54,0.45098039215686275,18
304,5,quiet_kp3,2410,57,0.4262125902992776,18
304,5,quiet_kp3,2410,60,0.24664602683178533,18
304,5,quiet_kp3,2410,63,0.35810113519091846,18
304,5,quiet_kp3,2410,66,0.564499484004128,18
304,5,quiet_kp3,2410,69,0.4654282765737873,18
304,5,quiet_kp3,2410,72,0.2982456140350877,18
304,5,quiet_kp3,2410,75,0.47368421052631576,18
304,5,quiet_kp3,2410,78,0.4613003095975232,18
304,5,quiet_kp3,2410,81,0.3312693498452013,18
304,5,quiet_kp3,2410,84,0.4757481940144479,18
304,5,quiet_kp3,2410,87,0.543859649122807,18
304,5,quiet_kp3,2410,90,0.3869969040247678,18
304,5,quiet_kp3,2410,93,0.32301341589267285,18
304,5,quiet_kp3,2410,96,0.4179566563467492,18
304,5,quiet_kp3,2410,99,0.4179566563467492,18
304,5,quiet_kp3,2410,102,0.3869969040247678,18
304,5,quiet_kp3,2410,105,0.28921568627450983,17
304,5,quiet_kp3,2410,108,0.31617647058823534,17
304,5,quiet_kp3,2410,111,0.36274509803921573,17
304,5,quiet_kp3,2410,114,0.32598039215686275,17
304,5,quiet_kp3,2410,117,0.29656862745098045,17
304,5,quiet_kp3,2410,120,0.33333333333333337,17
1175,5,quiet_kp3,2410,0,0.4984520123839009,18
1175,5,quiet_kp3,2410,3,0.33746130030959753,18
1175,5,quiet_kp3,2410,6,0.3003095975232198,18
1175,5,quiet_kp3,2410,9,0.5128998968008256,18
1175,5,quiet_kp3,2410,12,0.5397316821465429,18
1175,5,quiet_kp3,2410,15,0.6140350877192982,18
1175,5,quiet_kp3,2410,18,0.5851393188854489,18
1175,5,quiet_kp3,2410,21,0.5128998968008256,18
1175,5,quiet_kp3,2410,24,0.3931888544891641,18
1175,5,quiet_kp3,2410,27,0.35397316821465424,18
1175,5,quiet_kp3,2410,30,0.4757481940144479,18
1175,5,quiet_kp3,2410,33,0.46955624355005166,18
1175,5,quiet_kp3,2410,36,0.37254901960784315,18
1175,5,quiet_kp3,2410,39,0.4324045407636739,18
1175,5,quiet_kp3,2410,42,0.6594427244582043,18
1175,5,quiet_kp3,2410,45,0.5335397316821465,18
1175,5,quiet_kp3,2410,48,0.4262125902992776,18
1175,5,quiet_kp3,2410,51,0.5603715170278638,18
1175,5,quiet_kp3,2410,54,0.4117647058823529,18
1175,5,quiet_kp3,2410,57,0.24664602683178533,18
1175,5,quiet_kp3,2410,60,0.3415892672858617,18
1175,5,quiet_kp3,2410,63,0.5975232198142414,18
1175,5,quiet_kp3,2410,66,0.5665634674922602,18
1175,5,quiet_kp3,2410,69,0.34365325077399383,18
1175,5,quiet_kp3,2410,72,0.3663570691434469,18
1175,5,quiet_kp3,2410,75,0.6016511867905057,18
1175,5,quiet_kp3,2410,78,0.5562435500515995,18
1175,5,quiet_kp3,2410,81,0.3869969040247678,18
1175,5,quiet_kp3,2410,84,0.5541795665634675,18
1175,5,quiet_kp3,2410,87,0.6057791537667698,18
1175,5,quiet_kp3,2410,90,0.38493292053663575,18
1175,5,quiet_kp3,2410,93,0.48194014447884415,18
1175,5,quiet_kp3,2410,96,0.4489164086687306,18
1175,5,quiet_kp3,2410,99,0.2115583075335397,18
1175,5,quiet_kp3,2410,102,0.33746130030959753,18
1175,5,quiet_kp3,2410,105,0.4730392156862746,17
1175,5,quiet_kp3,2410,108,0.3970588235294118,17
1175,5,quiet_kp3,2410,111,0.31127450980392163,17
1175,5,quiet_kp3,2410,114,0.46323529411764713,17
1175,5,quiet_kp3,2410,117,0.32843137254901966,17
1175,5,quiet_kp3,2410,120,0.3137254901960785,17
1216,5,quiet_kp3,2410,0,0.30443756449948395,18
1216,5,quiet_kp3,2410,3,0.3353973168214654,18
1216,5,quiet_kp3,2410,6,0.5067079463364293,18
1216,5,quiet_kp3,2410,9,0.5583075335397317,18
1216,5,quiet_kp3,2410,12,0.5232198142414861,18
1216,5,quiet_kp3,2410,15,0.5273477812177503,18
1216,5,quiet_kp3,2410,18,0.5892672858617131,18
1216,5,quiet_kp3,2410,21,0.4984520123839009,18
1216,5,quiet_kp3,2410,24,0.347781217750258,18
1216,5,quiet_kp3,2410,27,0.3498452012383901,18
1216,5,quiet_kp3,2410,30,0.5521155830753354,18
1216,5,quiet_kp3,2410,33,0.5025799793601652,18
1216,5,quiet_kp3,2410,36,0.4282765737874097,18
1216,5,quiet_kp3,2410,39,0.4840041279669762,18
1216,5,quiet_kp3,2410,42,0.6119711042311662,18
1216,5,quiet_kp3,2410,45,0.43653250773993807,18
1216,5,quiet_kp3,2410,48,0.31888544891640863,18
1216,5,quiet_kp3,2410,51,0.3622291021671827,18
1216,5,quiet_kp3,2410,54,0.44272445820433437,18
1216,5,quiet_kp3,2410,57,0.41589267285861714,18
1216,5,quiet_kp3,2410,60,0.3023735810113519,18
1216,5,quiet_kp3,2410,63,0.4984520123839009,18
1216,5,quiet_kp3,2410,66,0.6388028895768835,18
1216,5,quiet_kp3,2410,69,0.4097007223942208,18
1216,5,quiet_kp3,2410,72,0.2507739938080495,18
1216,5,quiet_kp3,2410,75,0.3952528379772961,18
1216,5,quiet_kp3,2410,78,0.479876160990712,18
1216,5,quiet_kp3,2410,81,0.34365325077399383,18
1216,5,quiet_kp3,2410,84,0.32507739938080493,18
1216,5,quiet_kp3,2410,87,0.5995872033023736,18
1216,5,quiet_kp3,2410,90,0.5830753353973168,18
1216,5,quiet_kp3,2410,93,0.37254901960784315,18
1216,5,quiet_kp3,2410,96,0.3312693498452013,18
1216,5,quiet_kp3,2410,99,0.3519091847265222,18
1216,5,quiet_kp3,2410,102,0.4447884416924664,18
1216,5,quiet_kp3,2410,105,0.35539215686274517,17
1216,5,quiet_kp3,2410,108,0.32352941176470595,17
1216,5,quiet_kp3,2410,111,0.5465686274509804,17
1216,5,quiet_kp3,2410,114,0.5612745098039216,17
1216,5,quiet_kp3,2410,117,0.35539215686274517,17
1216,5,quiet_kp3,2410,120,0.2058823529411765,17
1335,5,quiet_kp3,2410,0,0.43653250773993807,18
1335,5,quiet_kp3,2410,3,0.27554179566563464,18
1335,5,quiet_kp3,2410,6,0.3869969040247678,18
1335,5,quiet_kp3,2410,9,0.541795665634675,18
1335,5,quiet_kp3,2410,12,0.49226006191950467,18
1335,5,quiet_kp3,2410,15,0.5521155830753354,18
1335,5,quiet_kp3,2410,18,0.5500515995872033,18
1335,5,quiet_kp3,2410,21,0.5149638802889577,18
1335,5,quiet_kp3,2410,24,0.347781217750258,18
1335,5,quiet_kp3,2410,27,0.2549019607843137,18
1335,5,quiet_kp3,2410,30,0.3952528379772961,18
1335,5,quiet_kp3,2410,33,0.5190918472652218,18
1335,5,quiet_kp3,2410,36,0.4613003095975232,18
1335,5,quiet_kp3,2410,39,0.43653250773993807,18
1335,5,quiet_kp3,2410,42,0.5975232198142414,18
1335,5,quiet_kp3,2410,45,0.5314757481940144,18
1335,5,quiet_kp3,2410,48,0.4117647058823529,18
1335,5,quiet_kp3,2410,51,0.4406604747162023,18
1335,5,quiet_kp3,2410,54,0.4303405572755417,18
1335,5,quiet_kp3,2410,57,0.43653250773993807,18
1335,5,quiet_kp3,2410,60,0.30443756449948395,18
1335,5,quiet_kp3,2410,63,0.40763673890608876,18
1335,5,quiet_kp3,2410,66,0.5479876160990712,18
1335,5,quiet_kp3,2410,69,0.4447884416924664,18
1335,5,quiet_kp3,2410,72,0.23839009287925697,18
1335,5,quiet_kp3,2410,75,0.42002063983488136,18
1335,5,quiet_kp3,2410,78,0.4984520123839009,18
1335,5,quiet_kp3,2410,81,0.3333333333333333,18
1335,5,quiet_kp3,2410,84,0.4406604747162023,18
1335,5,quiet_kp3,2410,87,0.587203302373581,18
1335,5,quiet_kp3,2410,90,0.4117647058823529,18
1335,5,quiet_kp3,2410,93,0.3415892672858617,18
1335,5,quiet_kp3,2410,96,0.3684210526315789,18
1335,5,quiet_kp3,2410,99,0.38906088751289986,18
1335,5,quiet_kp3,2410,102,0.45098039215686275,18
1335,5,quiet_kp3,2410,105,0.26715686274509803,17
1335,5,quiet_kp3,2410,108,0.3357843137254902,17
1335,5,quiet_kp3,2410,111,0.38480392156862747,17
1335,5,quiet_kp3,2410,114,0.34068627450980393,17
1335,5,quiet_kp3,2410,117,0.30147058823529416,17
1335,5,quiet_kp3,2410,120,0.34803921568627455,17
1405,5,quiet_kp3,2410,0,0.543859649122807,18
1405,5,quiet_kp3,2410,3,0.40763673890608876,18
1405,5,quiet_kp3,2410,6,0.32507739938080493,18
1405,5,quiet_kp3,2410,9,0.4840041279669762,18
1405,5,quiet_kp3,2410,12,0.5128998968008256,18
1405,5,quiet_kp3,2410,15,0.541795665634675,18
1405,5,quiet_kp3,2410,18,0.42002063983488136,18
1405,5,quiet_kp3,2410,21,0.45717234262125905,18
1405,5,quiet_kp3,2410,24,0.4097007223942208,18
1405,5,quiet_kp3,2410,27,0.23219814241486067,18
1405,5,quiet_kp3,2410,30,0.281733746130031,18
1405,5,quiet_kp3,2410,33,0.44272445820433437,18
1405,5,quiet_kp3,2410,36,0.5376676986584108,18
1405,5,quiet_kp3,2410,39,0.4654282765737873,18
1405,5,quiet_kp3,2410,42,0.632610939112487,18
1405,5,quiet_kp3,2410,45,0.5603715170278638,18
1405,5,quiet_kp3,2410,48,0.391124871001032,18
1405,5,quiet_kp3,2410,51,0.39938080495356043,18
1405,5,quiet_kp3,2410,54,0.48813209494324045,18
1405,5,quiet_kp3,2410,57,0.3931888544891641,18
1405,5,quiet_kp3,2410,60,0.2115583075335397,18
1405,5,quiet_kp3,2410,63,0.40350877192982454,18
1405,5,quiet_kp3,2410,66,0.5727554179566564,18
1405,5,quiet_kp3,2410,69,0.4943240454076367,18
1405,5,quiet_kp3,2410,72,0.3663570691434469,18
1405,5,quiet_kp3,2410,75,0.5603715170278638,18
1405,5,quiet_kp3,2410,78,0.543859649122807,18
1405,5,quiet_kp3,2410,81,0.4592363261093911,18
1405,5,quiet_kp3,2410,84,0.5624355005159958,18
1405,5,quiet_kp3,2410,87,0.6202270381836945,18
1405,5,quiet_kp3,2410,90,0.32094943240454077,18
1405,5,quiet_kp3,2410,93,0.2961816305469556,18
1405,5,quiet_kp3,2410,96,0.4282765737874097,18
1405,5,quiet_kp3,2410,99,0.2198142414860681,18
1405,5,quiet_kp3,2410,102,0.2631578947368421,18
1405,5,quiet_kp3,2410,105,0.38970588235294124,17
1405,5,quiet_kp3,2410,108,0.4387254901960785,17
1405,5,quiet_kp3,2410,111,0.3823529411764707,17
1405,5,quiet_kp3,2410,114,0.41421568627450983,17
1405,5,quiet_kp3,2410,117,0.39460784313725494,17
1405,5,quiet_kp3,2410,120,0.30147058823529416,17
256,5,all,2411,0,0.6780528530975382,203
256,5,all,2411,3,0.6907626143663339,203
256,5,all,2411,6,0.7012244979931201,203
256,5,all,2411,9,0.7051780083832783,203
256,5,all,2411,12,0.7107496463932107,203
256,5,all,2411,15,0.7109590848971886,203
256,5,all,2411,18,0.7145998720416812,203
256,5,all,2411,21,0.7255810483975087,203
256,5,all,2411,24,0.7307280713582806,203
256,5,all,2411,27,0.7357244707374245,203
256,5,all,2411,30,0.7371804986931613,203
256,5,all,2411,33,0.7388488341734782,203
256,5,all,2411,36,0.7484844398667626,203
256,5,all,2411,39,0.7555996109608063,203
256,5,all,2411,42,0.7633330559946752,203
256,5,all,2411,45,0.7635984404004006,203
256,5,all,2411,48,0.7610866128629671,203
256,5,all,2411,51,0.7657860686097587,203
256,5,all,2411,54,0.7680454223341779,203
256,5,all,2411,57,0.7686321370473762,203
256,5,all,2411,60,0.7686134884134604,203
256,5,all,2411,63,0.7718110118748763,203
256,5,all,2411,66,0.7699059821948582,203
256,5,all,2411,69,0.7651534495669213,203
256,5,all,2411,72,0.7652581688189104,203
256,5,all,2411,75,0.7636644278742566,203
256,5,all,2411,78,0.7619731402291201,203
256,5,all,2411,81,0.7606031828914565,203
256,5,all,2411,84,0.7557229788467111,203
256,5,all,2411,87,0.744343008627145,203
256,5,all,2411,90,0.7324537872506462,203
256,5,all,2411,93,0.7332513749781239,203
256,5,all,2411,96,0.7317107109146151,203
256,5,all,2411,99,0.7157331351796439,203
256,5,all,2411,102,0.7073828507162511,203
256,5,all,2411,105,0.6973943554888669,203
256,5,all,2411,108,0.6921354407245999,203
256,5,all,2411,111,0.6844622451233824,203
256,5,all,2411,114,0.6787199003876048,203
256,5,all,2411,117,0.6750360779340757,203
256,5,all,2411,120,0.6725242503966422,203
284,5,all,2411,0,0.7206291188377024,203
284,5,all,2411,3,0.7260458297351033,203
284,5,all,2411,6,0.7340704803601195,203
284,5,all,2411,9,0.7368003534633383,203
284,5,all,2411,12,0.7400566918471041,203
284,5,all,2411,15,0.7408815352703048,203
284,5,all,2411,18,0.7445883098886533,203
284,5,all,2411,21,0.7552209002412846,203
284,5,all,2411,24,0.7612286293827876,203
284,5,all,2411,27,0.7718009703027678,203
284,5,all,2411,30,0.7817320851181033,203
284,5,all,2411,33,0.7845695464939135,203
284,5,all,2411,36,0.785512019761814,203
284,5,all,2411,39,0.7815154740626193,203
284,5,all,2411,42,0.7820218561989496,203
284,5,all,2411,45,0.7831321671720926,203
284,5,all,2411,48,0.7841836632228857,203
284,5,all,2411,51,0.7898600204848072,203
284,5,all,2411,54,0.7930604129668256,203
284,5,all,2411,57,0.7948779375184695,203
284,5,all,2411,60,0.788788441289797,203
284,5,all,2411,63,0.784245347165838,203
284,5,all,2411,66,0.779195870905549,203
284,5,all,2411,69,0.7741191389495369,203
284,5,all,2411,72,0.7730963331047681,203
284,5,all,2411,75,0.7678015555829707,203
284,5,all,2411,78,0.7596994414016889,203
284,5,all,2411,81,0.7549971166342947,203
284,5,all,2411,84,0.7504497189794321,203
284,5,all,2411,87,0.737914967967385,203
284,5,all,2411,90,0.723462276682609,203
284,5,all,2411,93,0.719122883021423,203
284,5,all,2411,96,0.7149212023491541,203
284,5,all,2411,99,0.6999377422529272,203
284,5,all,2411,102,0.6887571689652304,203
284,5,all,2411,105,0.6746358495600357,203
284,5,all,2411,108,0.6714498021810297,203
284,5,all,2411,111,0.6667044421045987,203
284,5,all,2411,114,0.6564333483478745,203
284,5,all,2411,117,0.6471549357195935,203
284,5,all,2411,120,0.6428011969553954,203
304,5,all,2411,0,0.5998189647999862,203
304,5,all,2411,3,0.6097357345123096,203
304,5,all,2411,6,0.6275896497212748,203
304,5,all,2411,9,0.6355927826917726,203
304,5,all,2411,12,0.6384144644542693,203
304,5,all,2411,15,0.6353374398581557,203
304,5,all,2411,18,0.6438254373104654,203
304,5,all,2411,21,0.6583182948836757,203
304,5,all,2411,24,0.6631941953975172,203
304,5,all,2411,27,0.6714512366913308,203
304,5,all,2411,30,0.684013243399101,203
304,5,all,2411,33,0.6937420922619646,203
304,5,all,2411,36,0.6989981380056292,203
304,5,all,2411,39,0.7006220036666084,203
304,5,all,2411,42,0.7118628263869563,203
304,5,all,2411,45,0.7187384342606965,203
304,5,all,2411,48,0.7101944909066393,203
304,5,all,2411,51,0.7110437210049607,203
304,5,all,2411,54,0.7208572059755962,203
304,5,all,2411,57,0.7261405074149838,203
304,5,all,2411,60,0.7227980984131447,203
304,5,all,2411,63,0.7260845615132364,203
304,5,all,2411,66,0.7329286101603495,203
304,5,all,2411,69,0.7280555786671105,203
304,5,all,2411,72,0.7236545010629722,203
304,5,all,2411,75,0.7214769144257226,203
304,5,all,2411,78,0.7258077010251011,203
304,5,all,2411,81,0.7242828165749059,203
304,5,all,2411,84,0.7173928635981535,203
304,5,all,2411,87,0.7082220392424639,203
304,5,all,2411,90,0.7002662451119063,203
304,5,all,2411,93,0.7012503191785421,203
304,5,all,2411,96,0.6956930262716217,203
304,5,all,2411,99,0.6839486904355461,203
304,5,all,2411,102,0.6828297724005957,203
304,5,all,2411,105,0.6714483676707282,203
304,5,all,2411,108,0.6571749901736045,203
304,5,all,2411,111,0.6508387581731224,203
304,5,all,2411,114,0.6515545788134305,203
304,5,all,2411,117,0.656515115435044,203
304,5,all,2411,120,0.6541539114792384,203
1175,5,all,2411,0,0.6750418159752806,203
1175,5,all,2411,3,0.6717237936485623,203
1175,5,all,2411,6,0.6976410912606764,203
1175,5,all,2411,9,0.7022200481421659,203
1175,5,all,2411,12,0.6837421209521707,203
1175,5,all,2411,15,0.6855553419729108,203
1175,5,all,2411,18,0.7116691674962918,203
1175,5,all,2411,21,0.7144234272746313,203
1175,5,all,2411,24,0.6864461728699676,203
1175,5,all,2411,27,0.689890432103193,203
1175,5,all,2411,30,0.7269854339824016,203
1175,5,all,2411,33,0.7400911200943335,203
1175,5,all,2411,36,0.7260128359981753,203
1175,5,all,2411,39,0.7298745377290555,203
1175,5,all,2411,42,0.7564402339973204,203
1175,5,all,2411,45,0.7550731456802593,203
1175,5,all,2411,48,0.7197641091260677,203
1175,5,all,2411,51,0.7165737582161579,203
1175,5,all,2411,54,0.7447776652484142,203
1175,5,all,2411,57,0.7418168359866993,203
1175,5,all,2411,60,0.7227837533101327,203
1175,5,all,2411,63,0.7283396117067518,203
1175,5,all,2411,66,0.7520864952331224,203
1175,5,all,2411,69,0.7458836726906537,203
1175,5,all,2411,72,0.7367917464015309,203
1175,5,all,2411,75,0.7445409710487132,203
1175,5,all,2411,78,0.7643257371231185,203
1175,5,all,2411,81,0.7509130658067257,203
1175,5,all,2411,84,0.7218914879027748,203
1175,5,all,2411,87,0.7141609118895084,203
1175,5,all,2411,90,0.7206377258995098,203
1175,5,all,2411,93,0.7239327960614086,203
1175,5,all,2411,96,0.7088144919968672,203
1175,5,all,2411,99,0.6984731072353831,203
1175,5,all,2411,102,0.7055050767319561,203
1175,5,all,2411,105,0.6894213472346945,203
1175,5,all,2411,108,0.6629001207857674,203
1175,5,all,2411,111,0.6570128905095668,203
1175,5,all,2411,114,0.6686826318099791,203
1175,5,all,2411,117,0.6613680637840661,203
1175,5,all,2411,120,0.6315417256011315,203
1216,5,all,2411,0,0.5893628192144048,203
1216,5,all,2411,3,0.6168006977458106,203
1216,5,all,2411,6,0.6484947683409316,203
1216,5,all,2411,9,0.6434840238587755,203
1216,5,all,2411,12,0.6353948202702044,203
1216,5,all,2411,15,0.6560833278343772,203
1216,5,all,2411,18,0.6764476360704746,203
1216,5,all,2411,21,0.6668550656862268,203
1216,5,all,2411,24,0.6558050328359408,203
1216,5,all,2411,27,0.680061167519244,203
1216,5,all,2411,30,0.708636612719516,203
1216,5,all,2411,33,0.701696451882221,203
1216,5,all,2411,36,0.6912589549305554,203
1216,5,all,2411,39,0.7102949066277245,203
1216,5,all,2411,42,0.730908819656234,203
1216,5,all,2411,45,0.7173512627994182,203
1216,5,all,2411,48,0.700547409130945,203
1216,5,all,2411,51,0.7166110554839895,203
1216,5,all,2411,54,0.7350072155868153,203
1216,5,all,2411,57,0.7233675990027286,203
1216,5,all,2411,60,0.7068563854357038,203
1216,5,all,2411,63,0.7259554555861266,203
1216,5,all,2411,66,0.7416174390548299,203
1216,5,all,2411,69,0.7218857498615697,203
1216,5,all,2411,72,0.7056729144371987,203
1216,5,all,2411,75,0.7170557536773672,203
1216,5,all,2411,78,0.73262305946619,203
1216,5,all,2411,81,0.7175879569991194,203
1216,5,all,2411,84,0.7012058493592044,203
1216,5,all,2411,87,0.7090870489540986,203
1216,5,all,2411,90,0.712990351483714,203
1216,5,all,2411,93,0.6973613617519389,203
1216,5,all,2411,96,0.6791229977822472,203
1216,5,all,2411,99,0.6807540359947325,203
1216,5,all,2411,102,0.6947562910449261,203
1216,5,all,2411,105,0.674984435563232,203
1216,5,all,2411,108,0.6548510834856306,203
1216,5,all,2411,111,0.6614713485257537,203
1216,5,all,2411,114,0.6686539416039547,203
1216,5,all,2411,117,0.6533190264839293,203
1216,5,all,2411,120,0.6385536119534876,203
1335,5,all,2411,0,0.6927666252571361,203
1335,5,all,2411,3,0.7017265765985466,203
1335,5,all,2411,6,0.7149599341272872,203
1335,5,all,2411,9,0.7151908902857832,203
1335,5,all,2411,12,0.713647357201672,203
1335,5,all,2411,15,0.7100008320159747,203
1335,5,all,2411,18,0.7185519479215381,203
1335,5,all,2411,21,0.7248480136335861,203
1335,5,all,2411,24,0.7192476854176291,203
1335,5,all,2411,27,0.7201055225777576,203
1335,5,all,2411,30,0.7300610240682139,203
1335,5,all,2411,33,0.7331466557261347,203
1335,5,all,2411,36,0.7346170287848838,203
1335,5,all,2411,39,0.7360658841891146,203
1335,5,all,2411,42,0.748577683036342,203
1335,5,all,2411,45,0.7503980766085883,203
1335,5,all,2411,48,0.7336616449242722,203
1335,5,all,2411,51,0.7312817923345508,203
1335,5,all,2411,54,0.7425097044621878,203
1335,5,all,2411,57,0.7481315503326631,203
1335,5,all,2411,60,0.7454820098063124,203
1335,5,all,2411,63,0.745504961971132,203
1335,5,all,2411,66,0.7512745624026327,203
1335,5,all,2411,69,0.7463541920694533,203
1335,5,all,2411,72,0.7452883509156479,203
1335,5,all,2411,75,0.7441493497364805,203
1335,5,all,2411,78,0.7442784556635901,203
1335,5,all,2411,81,0.7345280891462084,203
1335,5,all,2411,84,0.7181947548565346,203
1335,5,all,2411,87,0.7055653261646072,203
1335,5,all,2411,90,0.6992620879010533,203
1335,5,all,2411,93,0.7029789040915104,203
1335,5,all,2411,96,0.6965508634317504,203
1335,5,all,2411,99,0.6838511437350632,203
1335,5,all,2411,102,0.6796480285524932,203
1335,5,all,2411,105,0.6638841948524034,203
1335,5,all,2411,108,0.6449443553454158,203
1335,5,all,2411,111,0.640454338102602,203
1335,5,all,2411,114,0.6485406726705705,203
1335,5,all,2411,117,0.6477918582933344,203
1335,5,all,2411,120,0.6333850713381973,203
1405,5,all,2411,0,0.6738683865488838,203
1405,5,all,2411,3,0.6757891958422154,203
1405,5,all,2411,6,0.6860344684135177,203
1405,5,all,2411,9,0.690953404236396,203
1405,5,all,2411,12,0.6948151059672759,203
1405,5,all,2411,15,0.7003680953432927,203
1405,5,all,2411,18,0.705202395058399,203
1405,5,all,2411,21,0.7108443240730912,203
1405,5,all,2411,24,0.7002877627664246,203
1405,5,all,2411,27,0.6940132147088949,203
1405,5,all,2411,30,0.7154175429133757,203
1405,5,all,2411,33,0.7363613933111653,203
1405,5,all,2411,36,0.7380082111369642,203
1405,5,all,2411,39,0.731867072537448,203
1405,5,all,2411,42,0.7426646315747194,203
1405,5,all,2411,45,0.7409589988265707,203
1405,5,all,2411,48,0.7249398222928639,203
1405,5,all,2411,51,0.7308887365120169,203
1405,5,all,2411,54,0.7495890127987009,203
1405,5,all,2411,57,0.7499662890079215,203
1405,5,all,2411,60,0.7388301855395625,203
1405,5,all,2411,63,0.7434607847918956,203
1405,5,all,2411,66,0.7535583028021725,203
1405,5,all,2411,69,0.7519344371411932,203
1405,5,all,2411,72,0.7477399290204304,203
1405,5,all,2411,75,0.7391787715427585,203
1405,5,all,2411,78,0.7352984211779625,203
1405,5,all,2411,81,0.7289177193581429,203
1405,5,all,2411,84,0.7171002234967049,203
1405,5,all,2411,87,0.7101772767830246,203
1405,5,all,2411,90,0.7064776747161822,203
1405,5,all,2411,93,0.7115271509764713,203
1405,5,all,2411,96,0.70646332961317,203
1405,5,all,2411,99,0.695202423748605,203
1405,5,all,2411,102,0.6993122957615959,203
1405,5,all,2411,105,0.6915860232792332,203
1405,5,all,2411,108,0.6799191509994235,203
1405,5,all,2411,111,0.6805847637791888,203
1405,5,all,2411,114,0.6938539840654596,203
1405,5,all,2411,117,0.6970572455680805,203
1405,5,all,2411,120,0.6968148133271747,203
256,5,quiet_kp4,2411,0,0.7359744094488188,128
256,5,quiet_kp4,2411,3,0.7432524597495529,129
256,5,quiet_kp4,2411,6,0.7485914050444495,130
256,5,quiet_kp4,2411,9,0.7457107777718465,131
256,5,quiet_kp4,2411,12,0.7536015611547953,132
256,5,quiet_kp4,2411,15,0.7564603503330918,133
256,5,quiet_kp4,2411,18,0.7617127395603438,134
256,5,quiet_kp4,2411,21,0.7725782850453615,135
256,5,quiet_kp4,2411,24,0.7763799437049759,136
256,5,quiet_kp4,2411,27,0.771263091082196,137
256,5,quiet_kp4,2411,30,0.7592405288717294,138
256,5,quiet_kp4,2411,33,0.7595558335939943,139
